Building_ID,Building_Name,Latitude,Longitude,Building RSU,RFS_Status,Location Type,Total HPs,Total Spare,Actual Util Count,Util %,Final Tagging
191688,Shah Damji Premji & Co_1EA,18.9737479,72.84172119,"108, Plot - 10B, Shah Damji Premji & Co_1EA",RFS,Flatbed,16,14,2,13%,Rest
195048,11/13 Rupa Sadan_KLC,18.95150165,72.82856367,11/13 Rupa Sadan_KLC,RFS,Flatbed,32,8,24,75%,Rest
195169,11/15 Sutter Wala Building_KLG,18.95289877,72.83258848,11/15 Sutter Wala Building_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
21593,110 Jamat Khana_PAF,18.93650427,72.83579652,110 Jamat Khana_PAF,RFS,Flatbed,32,32,0,0%,Zero utilised
79768,Jeevan mansion_MSK,18.95517043,72.83441334,110/112 Jeevan mansion_MSK,RFS,Flatbed,32,30,2,6%,Rest
195170,Chawal Building_KLG,18.95266309,72.8317014,111 Chawala Building_KLG,RFS,Flatbed,32,12,20,63%,Rest
101238,Hyde Park Chs_MLC,19.176837,72.85383322,111 Hyde Park CHS_MLC,RFS,High-rise,32,28,4,13%,Rest
79811,114 banatwala building_MSJ,18.95773559,72.83644335,114 banatwala building_MSJ,RFS,Flatbed,64,54,10,16%,Rest
25168,Ashok House_KLI,18.9511455,72.8304163,114/116 Ashok House_KLI,RFS,Flatbed,32,18,14,44%,Rest
18327,119 Business Point_AH0,19.09729149,72.86508663,119 Business Point A WING_AH0,RFS,High-rise,56,13,43,77%,Rest
18327,119 Business Point_AH0,19.09729149,72.86508663,119 Business Point B WING_AH0,RFS,High-rise,64,28,36,56%,Rest
135510,1190 Warehouse_MSD,18.95447391,72.84015337,1190 Warehouse_MSD,RFS,Flatbed,8,6,2,25%,Rest
195334,CHANDRA MAHAL_KLN,18.94527096,72.8272839,12 CHANDRA MAHAL_KLN,RFS,Flatbed,32,28,4,13%,Rest
25168,Trimurti Building_KLI,18.9511455,72.8304163,126/ 128 Trimurti Building_KLI,RFS,Flatbed,32,6,26,81%,Rest
187559,127 Raj Homes_VA2,19.2673997,72.87161701,127 Raj Homes Wing B_VA2,RFS,High-rise,104,103,1,1%,Start Strong
201714,127 Raj Homes_0LM,19.26712712,72.87146852,127 Raj Homes Wing-C_0LM,RFS,High-rise,96,91,5,5%,Rest
186156,127 Raj Homes_VA2,19.2674907,72.87183829,127 Raj Homes Wing-C_VA2,RFS,High-rise,104,104,0,0%,P1
102273,Bhella Cottage_PWU,19.12705317,72.91910407,129 Bhella Cottage_PWU,RFS,Flatbed,8,5,3,38%,Rest
186200,Nobtech Enterprise_0Q7,19.20966169,72.82602265,129-C Charkop Industrial Estate-Nobtech Enterprise_0Q7,RFS,Flatbed,8,6,2,25%,Rest
16362,Building No 13 A_KLT,18.95082042,72.82731946,13 A Anant Wadi Bhuleshwar Dadishet Agyari Lane_KLT,RFS,Flatbed,32,24,8,25%,Rest
186731,Ashar Bldg_KLD,18.94894578,72.83022781,13 Ashar Bldg_KLD,RFS,GHS,16,16,0,0%,Zero utilised
25167,2nd Agyari Lane_KLI,18.95142832,72.83151059,13 Building_KLI,RFS,Flatbed,32,9,23,72%,Rest
25167,Bldg No.13/15_KLI,18.95142832,72.83151059,13/15 Building_KLI,RFS,Flatbed,32,26,6,19%,Rest
14159,130-132 CHANDRA MAHAL BUILDING_KLI,18.95104142,72.83099508,130-132 CHANDRA MAHAL BUILDING_KLI,RFS,Flatbed,16,4,12,75%,Rest
100914,Choksi chamber_KLI,18.95098004,72.83109558,131/ 133 Shaikh Memon Street Choksi chamber_KLI,RFS,GHS,32,10,22,69%,Rest
17899,Bldg No 132 A_P7K,18.95421486,72.83099405,132A Bhagatwadi_P7K,RFS,Flatbed,32,24,8,25%,Rest
196572,Bldg No 132 C_P7K,18.95376238,72.8279022,132C Bhagatwadi_P7K,RFS,GHS,40,16,24,60%,Rest
25170,132C Bldg_FQE,18.95364515,72.82792563,132C Bldg_FQE,RFS,Flatbed,32,24,8,25%,Rest
25170,132F Bldg_FQE,18.95364515,72.82792563,132F Bldg_FQE,RFS,Flatbed,32,13,19,59%,Rest
200827,133 Annie Beasant_3W4,19.00480537,72.81801518,133 Annie Beasant_3W4,RFS,High-rise,16,16,0,0%,Zero utilised
18251,Jer Mahal_KLN,18.94408136,72.82910091,"133 Jer Mahal,Dhobi Talao_KLN",RFS,Flatbed,32,25,7,22%,Rest
201507,133 Sarang street_KLR,18.94852832,72.8340482,133 Sarang street_KLR,RFS,GHS,32,27,5,16%,Rest
23544,Zainab Manjil_MSJ,18.95819995,72.83705514,133/139 Zainab Manjil_MSJ,RFS,Flatbed,32,30,2,6%,Rest
6795,Oshiwara Godavari CHS_ARJ,19.14788945,72.83272116,"137,Godavari Oshiwara CHS_ARJ",RFS,GHS,40,40,0,0%,Zero utilised
17562,Basar Manzil_KLG,18.95473606,72.83109845,139 Basar Manzil_KLG,RFS,Flatbed,32,26,6,19%,Rest
9495,Kusumba CHSL_TID,19.2241656,72.96695619,13-Kusumba CHSL_TID,RFS,High-rise,32,21,11,34%,Rest
200559,14 Officer Quarter_2KM,18.9720129,72.82034945,14 Officer Quarter_2KM,RFS,High-Rise,8,4,4,50%,Rest
21930,142 Bldg_PAF,18.93617832,72.83661944,142 Bldg_PAF,RFS,Flatbed,32,27,5,16%,Rest
79086,146 Krishna Bhavan_KLD,18.94925077,72.82833278,146 Krishna Bhavan_KLD,RFS,GHS,72,46,26,36%,Rest
17562,Mhyn house_KLG,18.95473606,72.83109845,148/150 Mhyn house_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
21930,148/150 Rehmat Bldg_PAF,18.93617832,72.83661944,148/150 Rehmat Bldg_PAF,RFS,Flatbed,32,25,7,22%,Rest
193682,14-A PAPER BOX_AQY,19.12224153,72.86274986,14-A PAPER BOX_AQY,RFS,Flatbed,24,18,6,25%,Rest
9495,Kusumba CHSL_TID,19.2241656,72.96695619,14-Kusumba CHSL_TID,RFS,High-rise,32,22,10,31%,Rest
25170,15/17 Bldg_FQE,18.95364515,72.82792563,15/17 Bldg_FQE,RFS,Flatbed,32,11,21,66%,Rest
25168,Mahajan Gali_KLI,18.9511455,72.8304163,15/17 Building_KLI,RFS,Flatbed,32,14,18,56%,Rest
17562,Municipal Urdu 152/156_KLG,18.95473606,72.83109845,152/156 Municipal Urdu_KLG,RFS,Flatbed,32,27,5,16%,Rest
171611,Goldfinch Hotel_ARD,19.11976117,72.86997111,1522 Bar & Kitchen Goldfinch Hotel Plot No- 34-21_ARD,RFS,Flatbed,8,7,1,13%,Rest
201472,153 Skye_3U8,19.03047298,72.84458854,153 Skye_3U8,RFS,High-rise,32,10,22,69%,Rest
102489,156/158 NAGDEVI STREET_KLL,18.95067829,72.83420007,156/158 NAGDEVI STREET_KLL,RFS,Flatbed,32,17,15,47%,Rest
172976,16 Mount Blanc_SC9,19.06976862,72.89664811,16 B MOUNT BLANC CHS_SC9,RFS,High-rise,48,40,8,17%,Rest
48502,16 Hour Fitness Gym_3P1,19.21600815,72.82281334,16 Hour Fitness Life Gym_3P1,RFS,Flatbed,8,7,1,13%,Rest
196348,160/162 BUILDING_MSH,18.95456077,72.83664585,160/162 BUILDING_MSH,RFS,GHS,24,19,5,21%,Rest
94300,Moti Manzil_KLQ,18.94968763,72.83400491,161 Moti Manzil_KLQ,RFS,Flatbed,32,15,17,53%,Rest
25168,Zaveri Bazar_KLI,18.9511455,72.8304163,167/171 Building_KLI,RFS,Flatbed,32,2,30,94%,Rest
93456,168 Tenament Topaz CHS_SJ1,18.97556242,72.82290182,168 Tenament Topaz CHS A Wing_SJ1,RFS,High-rise,96,89,7,7%,Rest
45766,16th Avenue_KHB,19.07211092,72.83141482,16th Avenue_KHB,RFS,High-rise,32,32,0,0%,Zero utilised
19448,Vijay Park_PCT,19.26908342,72.96791681,17 Vijay Park Complex_PCT,RFS,GHS,32,20,12,38%,Rest
18251,Jermahal Annex_KLN,18.94408136,72.82910091,"17/19 Jermahal Annex,Dhobi Talao_KLN",RFS,Flatbed,32,21,11,34%,Rest
19947,CK Building_MSD,18.95303845,72.83868442,178 CK Bldg_MSD,RFS,GHS,32,22,10,31%,Rest
100634,Abdul Rehman Street_KLQ,18.95048059,72.83289274,179 Abdul Rehman Street_KLQ,RFS,Flatbed,32,14,18,56%,Rest
196573,Radhika Bldg_P7K,18.95384983,72.82950015,183 Radhika Bldg_P7K,RFS,Flatbed,16,4,12,75%,Rest
186222,Ekam Parkk_PLD,19.02713763,72.84082867,1899 Ekam Parkk_PLD,RFS,High-rise,16,14,2,13%,Rest
169845,19 North_14H,19.20684946,72.83345195,19 North Wing-B_14H,RFS,High-rise,88,46,42,48%,Rest
169845,19 North_14H,19.20684946,72.83345195,19 North Wing-C_14H,RFS,High-rise,88,48,40,45%,Rest
186222,Ekam Parkk_PLD,19.02713763,72.84082867,1907 Ekam Parkk_PLD,RFS,High-rise,16,12,4,25%,Rest
186222,Ekam Parkk_PLD,19.02713763,72.84082867,1931 Ekam Parkk_PLD,RFS,High-rise,16,11,5,31%,Rest
186222,Ekam Parkk_PLD,19.02713763,72.84082867,1939 Ekam Parkk_PLD,RFS,High-rise,16,13,3,19%,Rest
186222,Ekam Parkk_PLD,19.02713763,72.84082867,1955 Ekam Parkk_PLD,RFS,High-rise,8,2,6,75%,Rest
186222,Ekam Parkk_PLD,19.02713763,72.84082867,1963 Ekam Parkk_PLD,RFS,High-rise,8,6,2,25%,Rest
195013,Near Shop no -58_KB0,18.95920091,72.82939406,1st Kumbharwada Lane_KB0,RFS,Flatbed,104,55,49,47%,P1
14005,Rajabahadur Mansion_ZAU,18.93051083,72.83322681,20 Raja Bahadur Mansion_ZAU,RFS,High-rise,32,18,14,44%,Rest
196502,20/22 Labh Niwas_NAZ,18.95978869,72.81805554,20/22 Labh Niwas_NAZ,RFS,Flatbed,32,21,11,34%,Rest
60862,Rita Mansion_ZAG,18.93495447,72.83523514,203 Rita Mansion_ZAG,RFS,High-rise,16,16,0,0%,Zero utilised
25170,20B Bldg_FQE,18.95364515,72.82792563,20B Bldg_FQE,RFS,Flatbed,32,10,22,69%,Rest
197810,20F BUILDING_ZAG,18.93569607,72.83502227,20F BUILDING_ZAG,RFS,GHS,32,24,8,25%,Rest
201648,21 Business Elites_MK3,19.20480077,72.84807543,21 Business Elites_MK3,RFS,High-rise,152,126,26,17%,P1
200118,21 square_BOB,19.22899045,72.85067451,21 square Wing-A_BOB,RFS,High-Rise,32,14,18,56%,Rest
200118,21 square_BOB,19.22899045,72.85067451,21 square Wing-B_BOB,RFS,High-Rise,48,27,21,44%,Rest
200118,21 square_BOB,19.22899045,72.85067451,21 square Wing-C_BOB,RFS,High-Rise,40,38,2,5%,Rest
25166,Mumbadevi Mention_KLM,18.95185999,72.83181056,21/23 Mumbadevi Mention_KLM,RFS,Flatbed,32,8,24,75%,Rest
172634,211 LAXMI BHAVAN_3I2,18.95768559,72.82776762,211 LAXMI BHAVAN_3I2,RFS,GHS,24,24,0,0%,Zero utilised
190823,215 Atrium_0IM,19.11399296,72.86511083,215 Attrium Wing A_0IM,RFS,High-rise,48,11,37,77%,Rest
190824,215 Atrium_0IM,19.11413171,72.86507416,215 Attrium Wing B_0IM,RFS,High-rise,40,13,27,68%,Rest
190825,215 Atrium_0IM,19.1141631,72.86544868,215 Attrium Wing C_0IM,RFS,High-rise,64,21,43,67%,Rest
195049,216 Laxmi Niketan_KLC,18.95126905,72.82915049,216 Laxmi Niketan_KLC,RFS,Flatbed,32,18,14,44%,Rest
104830,Zaveri Bhavan_KLI,18.95077794,72.83180069,21A Zaveri Bhavan_KLI,RFS,High-rise,16,1,15,94%,Rest
193960,22 Dhuleva Apartment_AW1,19.0066186,72.84703402,22 Dhuleva Apartment (SHREE MANGAL CO-OPERATIVE HOUSING SOCIETY)_AW1,RFS,High-rise,64,49,15,23%,Rest
14005,Raja Bahadur Mansion_ZAU,18.93051083,72.83322681,22 Raja Bahadur Mansion_ZAU,RFS,Flatbed,32,18,14,44%,Rest
25170,22 Sundar Bhavan_FQE,18.95364515,72.82792563,22 Sundar Bhavan_FQE,RFS,Flatbed,32,17,15,47%,Rest
195386,221 & 23 Kaka Bldg_KLQ,18.94989489,72.83299979,221 & 23 Kaka Bldg_KLQ,RFS,GHS,32,12,20,63%,Rest
135134,23 Silver Saw Mill Compound_1EA,18.97968481,72.84200386,23 Silver Saw Mill Compound_1EA,RFS,Flatbed,16,15,1,6%,Rest
25167,Bldg No.13/15_KLI,18.95142832,72.83151059,23/25 Building_KLI,RFS,Flatbed,64,10,54,84%,Rest
195050,232/234 Chembar Bhavan_KLC,18.95114467,72.82913455,232 234 Chembar Bhavan_KLC,RFS,Flatbed,32,17,15,47%,Rest
195051,Gomti Bhavan_KLC,18.95102905,72.82895476,236 Gomati Bhavan_KLC,RFS,Flatbed,32,21,11,34%,Rest
101446,Patwa Chawl_KLI,18.95160565,72.830936,23B-Patwa Chawl_KLI,RFS,GHS,64,7,57,89%,Rest
196574,Swami Narayan_P7K,18.95376312,72.82938984,24 Swami Narayan_P7K,RFS,Flatbed,24,6,18,75%,Rest
195979,Embassy 247_LBG,19.12041825,72.92713152,247 Park (Hinkon)B Wing_LBG,RFS,High-rise,48,26,22,46%,Rest
14005,Rajabahadur Mansion_ZAU,18.93051083,72.83322681,24B Raja Bahadur Mansion_ZAU,RFS,High-rise,96,48,48,50%,Rest
202006,24K Residency_BS6,19.23362505,72.85940052,24K Residency Wing-A_BS6,RFS,High-rise,80,70,10,13%,Start Strong
202006,24K Residency_BS6,19.23362505,72.85940052,24K Residency Wing-B_BS6,RFS,High-rise,88,59,29,33%,Start Strong
48732,25 SOUTH_WOF,19.01838963,72.82885721,25 South Tower A_WOF,RFS,High-rise,192,142,50,26%,P1
16362,Building No 25/27_KLT,18.95082042,72.82731946,25/27 Anant Wadi Bhuleshwar Dadishet Agyari Lane_KLT,RFS,Flatbed,32,16,16,50%,Rest
2807_1,25/27_KLK,18.94848773,72.83105794,25/27_KLK,RFS,Flatbed,32,15,17,53%,Rest
194515,Badrikashram Building_FQE,18.95721741,72.82496841,26 Badrikashram_FQE,RFS,Flatbed,32,25,7,22%,Rest
25170,5/17 Bhana Bhai Chwal_FQE,18.95364515,72.82792563,26 Daughter Bldg_FQE,RFS,Flatbed,32,10,22,69%,Rest
195280,260 NAGDEVI STREET_KLL,18.94896269,72.83440839,260 NAGDEVI STREET_KLL,RFS,Flatbed,32,22,10,31%,Rest
22089,265 Birya House_PAF,18.93681713,72.83592227,265 Birya House_PAF,RFS,GHS,48,42,6,13%,Rest
25170,26A Bldg_FQE,18.95364515,72.82792563,26A Bldg_FQE,RFS,Flatbed,32,7,25,78%,Rest
190938,Kothari Compound_0KO,19.23340946,72.96796001,27 Acres Kothari Compound_0KO,RFS,Flatbed,16,12,4,25%,Rest
18664_1,Kothari Compound_THQ,19.23450458,72.96895207,27 Acres Kothari Compound_THQ,RFS,Flatbed,72,56,16,22%,Rest
196743,27 GBR_PTW,19.26988409,72.96474363,27 GBR Alpha Wing_PTW,RFS,High-rise,56,46,10,18%,Rest
196744,27 GBR_PTW,19.26990669,72.96479243,27 GBR Beta Wing_PTW,RFS,High-rise,96,64,32,33%,Rest
44363,271 Business Park_GOB,19.17015753,72.85700649,271 Business Park-Model Industrial Estate_GOB,RFS,High-rise,24,17,7,29%,Rest
22089,275 Perin Nariman Street_PAF,18.93681713,72.83592227,275 Perin Nariman Street_PAF,RFS,GHS,16,11,5,31%,Rest
22089,279 Grest Social Building_PAF,18.93681713,72.83592227,279 Grest Social Building_PAF,RFS,GHS,16,10,6,38%,Rest
14005,Raja Bahadur Compound_ZAU,18.93051083,72.83322681,28 Raja Bahadur_ZAU,RFS,GHS,32,22,10,31%,Rest
16362,Building No 28/30_KLT,18.95082042,72.82731946,28/30 Anant Wadi Bhuleshwar Dadishet Agyari Lane_KLT,RFS,Flatbed,32,27,5,16%,Rest
195171,286/296 Taiyab Manzil_KLG,18.9525142,72.83202709,286/296 Taiyab Manzil_KLG,RFS,Flatbed,32,29,3,9%,Rest
49971,Janjikar street 289_KLQ,18.94879681,72.83257524,289 janjikar street_KLQ,RFS,GHS,32,2,30,94%,Rest
195172,298 Building_KLG,18.95249421,72.83189514,298 Building_KLG,RFS,Flatbed,32,18,14,44%,Rest
193981,Maker Maxity_BAW,19.05414913,72.85024999,"2nd Avenue, Maker Maxity_BAW",RFS,High-rise,64,44,20,31%,Rest
47753,Bldg No.15_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.15_KLG,RFS,Flatbed,32,11,21,66%,Rest
47753,Bldg No.16/20_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.16/20_KLG,RFS,Flatbed,64,64,0,0%,Zero utilised
47753,Bldg No.19_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.19_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
47753,Bldg No.35_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.35_KLG,RFS,Flatbed,32,22,10,31%,Rest
47753,Bldg No.37_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.37_KLG,RFS,Flatbed,32,31,1,3%,Rest
47753,Bldg No.39_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.39_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
47753,Bldg No.42_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.42_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
47753,Bldg No.45_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.45_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
47753,Bldg No.48/50_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.48/50_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
47753,Bldg No.58_KLG,18.95369822,72.83031028,2nd Bhoiwada/Bldg No.58_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
195052,Fofalwadi (Bhuleshvar)_KLC,18.95250919,72.8293634,2nd Fofalwadi (Bhuleshvar)_KLC,RFS,Flatbed,32,14,18,56%,Rest
195014,Shop No-2_KB0,18.9583694,72.82783829,2nd Kumbharwada Lane_KB0,RFS,Flatbed,480,317,163,34%,P1
25166,Nav Nidhan Bhavan_KLM,18.95185999,72.83181056,3/7 Nav Nidhan Bhavan_KLM,RFS,Flatbed,32,14,18,56%,Rest
21930,"30 Bldg ,Bora Bazar_PAF",18.93617832,72.83661944,"30 Bldg ,Bora Bazar_PAF",RFS,Flatbed,32,20,12,38%,Rest
14005,Raja Bahadur Compound_ZAU,18.93051083,72.83322681,30 Raja Bahadur Compound_ZAU,RFS,Flatbed,32,23,9,28%,Rest
193826,PLEASANT PARK_ARS,19.14220985,72.82742693,303 PLEASANT PARK_ARS,RFS,High-rise,24,12,12,50%,Rest
196355,Building No 308_MSI,18.95307062,72.83721389,308 Narshi Natha Street_MSI,RFS,Flatbed,32,30,2,6%,Rest
94120,30-A Yashodham_GOG,19.17283941,72.86474937,30-A Yashodham_GOG,RFS,Flatbed,8,8,0,0%,Zero utilised
93850,32 Corporate Avenue_2VD,19.12057703,72.86105672,32 Corporate Avenue A-Wing_2VD,RFS,High-rise,48,43,5,10%,Rest
132487,32 Corporate Avenue_2VD,19.12043929,72.86101794,32 Corporate Avenue B-Wing_2VD,RFS,High-Rise,32,26,6,19%,Rest
40585,32 Corporate Avenue_2VD,19.12045529,72.86071952,32 Corporate Avenue C-Wing_2VD,RFS,High-rise,48,43,5,10%,Rest
170584,32 Corporate Avenue_2VD,19.12065953,72.86066964,32 Corporate Avenue D-Wing_2VD,RFS,High-rise,24,19,5,21%,Rest
14005,Rajabahadur Mansion_ZAU,18.93051083,72.83322681,32 Raja Bahadur Compound_ZAU,RFS,High-rise,64,16,48,75%,Rest
195078,329/331 BADAM WADI_KLD,18.94900139,72.82915908,329/331 BADAM WADI_KLD,RFS,Flatbed,32,14,18,56%,Rest
195079,331A BADAM WADI_KLD,18.9492428,72.82932866,331A BADAM WADI_KLD,RFS,Flatbed,64,28,36,56%,Rest
195080,333 BADAM WADI_KLD,18.94937499,72.82934165,333 BADAM WADI_KLD,RFS,Flatbed,64,30,34,53%,Rest
201998,34 Park Estate_GOO,19.16754572,72.84144352,34 Park Estate Tower-A_GOO,RFS,High-rise,144,135,9,6%,Start Strong
201998,34 Park Estate_GOO,19.16754572,72.84144352,34 Park Estate Tower-B_GOO,RFS,High-rise,512,498,14,3%,Start Strong
201998,34 Park Estate_GOO,19.16754572,72.84144352,34 Park Estate Tower-C_GOO,RFS,High-rise,288,274,14,5%,Start Strong
8914,340 Mahalaxmi centre Prenises CSLtd_KOG,19.20036063,72.8485799,340 Mahalaxmi centre Prenises CSLtd_KOG,RFS,High-rise,48,40,8,17%,Rest
176888,349 Business Point_APA,19.11579716,72.85436436,349 Business Point_APA,RFS,High-rise,40,37,3,8%,Rest
196503,35 Kartar Mansion_NAZ,18.95941329,72.81753329,35 Kartar Mansion_NAZ,RFS,Flatbed,32,28,4,13%,Rest
93756,35 Ramwadi_KLB,18.95072763,72.82840881,35 Ramwadi_KLB,RFS,Flatbed,32,19,13,41%,Rest
22089,35/37 Raina House_PAF,18.93681713,72.83592227,35/37 Raina House_PAF,RFS,GHS,16,9,7,44%,Rest
44168,351 Icon Premises CHS_APA,19.11621303,72.85463398,351 Icon Premises CHS_APA,RFS,High-rise,16,12,4,25%,Rest
195387,Sheikh Memon Street_KLQ,18.94851825,72.83259521,351/353 Sheikh Memon Street_KLQ,RFS,Flatbed,32,8,24,75%,Rest
172768,36 Allure_GOP,19.15274777,72.84552831,36 Allure_GOP,RFS,High-rise,112,54,58,52%,P1
194516,Badrikashram Building_FQE,18.95761806,72.82511752,36 Badrikashram_FQE,RFS,Flatbed,32,17,15,47%,Rest
17562,Kalyan Building_KLC,18.95473606,72.83109845,36 kalyan Building_KLC,RFS,Flatbed,32,13,19,59%,Rest
25167,Bldg No.36/38_KLI,18.95142832,72.83151059,36/38 Building_KLI,RFS,Flatbed,32,31,1,3%,Rest
18836,Oberoi 360 West_1RW,19.01131864,72.82344807,360 West by Oberoi Realty Tower-North Wing_1RW,RFS,High-rise,96,79,17,18%,Rest
18836,Oberoi 360 West_1RW,19.01131864,72.82344807,360 West by Oberoi Realty Tower-South Wing_1RW,RFS,High-rise,88,49,39,44%,Rest
195173,37 Shop A R Street_KLG,18.95051878,72.83278253,37 Shop A R Street_KLG,RFS,Flatbed,32,32,0,0%,Zero utilised
25170,38 Modi Bldg_FQE,18.95364515,72.82792563,38 Modi Bldg_FQE,RFS,Flatbed,32,10,22,69%,Rest
81547,39 Nagdevi Cross Road_KLL,18.95125066,72.83372079,39 Nagdevi Cross Road_KLL,RFS,Flatbed,32,19,13,41%,Rest
196504,Mangaldas House_NAZ,18.95903845,72.81800258,393 Mangaldas House_NAZ,RFS,Flatbed,32,27,5,16%,Rest
196505,Naaz Cinema Compound_NAZ,18.95909403,72.81763991,395 Naaz Cinema Compound_NAZ,RFS,Flatbed,32,29,3,9%,Rest
196506,Manik Chamber_NAZ,18.95888861,72.81741863,399 Manik Chamber_NAZ,RFS,Flatbed,32,29,3,9%,Rest
19157,"3A,Vijaya Building_2KM",18.97993038,72.8242995,"3A, Vijaya Building_2KM",RFS,High-rise,48,30,18,38%,Rest
193982,Maker Maxity_BAW,19.05444575,72.85069738,"3rd Avenue, Maker Maxity_BAW",RFS,High-rise,64,41,23,36%,Rest
47753,Bldg No.35_KLG,18.95369822,72.83031028,3rd Bhoiwada/Bldg No.35_KLG,RFS,Flatbed,32,22,10,31%,Rest
47753,Bldg No.43/52_KLG,18.95369822,72.83031028,3rd Bhoiwada/Bldg No.43/52_KLG,RFS,Flatbed,32,11,21,66%,Rest
195053,3rd Fofalwadi_KLC,18.95232268,72.82933075,3rd Fofalwadi_KLC,RFS,Flatbed,32,11,21,66%,Rest
194517,J N Jethwa Niwas_FQE,18.95849949,72.82710897,3rd Kumbharwada Lane_FQE,RFS,Flatbed,224,123,101,45%,P1
195015,J N Jethwa Niwas_KB0,18.96002719,72.8278614,3rd Kumbharwada Lane_KB0,RFS,Flatbed,128,96,32,25%,P1
193163,Lal Krishna Chamber_AB9,18.95088626,72.83626539,41 Lal Krishna Chamber_AB9,RFS,Flatbed,32,29,3,9%,Rest
13657_1,41 Vishram_KLE,18.94698002,72.82881274,41 Vishram_KLE,RFS,Flatbed,32,10,22,69%,Rest
195174,41/45 Retiwala Building_KLG,18.95326712,72.83241829,41/45 Retiwala Building_KLG,RFS,Flatbed,32,7,25,78%,Rest
195175,Natwar house_KLG,18.95299444,72.83194697,42 Shree Natvar House_KLG,RFS,Flatbed,32,17,15,47%,Rest
47769,427 Udhavji Bhavan_KLT,18.94844148,72.82605682,427 Udhavji Bhavan_KLT,RFS,GHS,16,12,4,25%,Rest
47901,429 Madhavrao Bldg_AB9,18.94975257,72.8377715,429 Madhavrao Bldg_AB9,RFS,GHS,40,24,16,40%,Rest
25170,43 Bldg_FQE,18.95364515,72.82792563,43 Bldg_FQE,RFS,Flatbed,32,11,21,66%,Rest
197878,43 VB GANDHI_ZAV,18.92815584,72.83281483,43 VB GANDHI_ZAV,RFS,GHS,24,16,8,33%,Rest
195101,Balkrishna Krupa Housing Society_KLE,18.94767308,72.82955563,45/49 Balkrishna Krupa Housing Society_KLE,RFS,Flatbed,32,6,26,81%,Rest
94092,Delhiwala_AB9,18.95205684,72.8357094,47 51 Delhiwal_AB9,RFS,GHS,64,39,25,39%,Rest
46022,47 PERIN NARIMAN ST_ZAR,18.93768508,72.83585932,47 PERIN NARIMAN ST_ZAR,RFS,GHS,32,24,8,25%,Rest
196575,Krishna Market_P7K,18.95381824,72.82976741,47/49 Krishna Market_P7K,RFS,Flatbed,16,4,12,75%,Rest
81533,47/49 Nagdevi Cross Lane_KLL,18.95118605,72.83355869,47/49 Nagdevi Cross Lane_KLL,RFS,GHS,64,49,15,23%,Rest
195335,Dhanukar Building_KLN,18.94568808,72.82901569,480 Dhanukar Buildin_KLN,RFS,Flatbed,8,6,2,25%,Rest
196371,49 Nav Vyapar Bhavan_MSL,18.95091249,72.84081863,49 Nav Vyapar Bhavan_MSL,RFS,Flatbed,32,12,20,63%,Rest
18251,Krishna Niwas_KLN,18.94408136,72.82910091,498 Krishna Niwas_KLN,RFS,Flatbed,32,17,15,47%,Rest
196372,4A Akbar Street_MSL,18.95072147,72.83876863,4A Akbar Street_MSL,RFS,Flatbed,32,30,2,6%,Rest
193983,Maker Maxity_BAW,19.05504656,72.85094767,"4th Avenue, Maker Maxity_BAW",RFS,High-rise,64,55,9,14%,Rest
197387,4th Dimension_TS4,19.18077133,72.83327009,4th Dimension_TS4,RFS,High-rise,32,10,22,69%,Rest
195017,125/127 Siddhivinayak Steel Shop_KB0,18.9589951,72.82667823,4th Kumbharwada Lane 125/127 Siddhivinayak Steel_KB0,RFS,Flatbed,16,9,7,44%,Rest
195018,33 Naresh Steel Corporation_KB0,18.95919141,72.82667645,4th Kumbharwada Lane 33 Naresh Steel Corporation_KB0,RFS,Flatbed,16,12,4,25%,Rest
195019,69/71 Lohar Mohan Raha Machinary Parts_KB0,18.95912717,72.8266812,4th Kumbharwada Lane 69/71 Lohar Mohan Raha Machinary Parts_KB0,RFS,Flatbed,16,14,2,13%,Rest
195020,89/91 Sundeshwar Steel Trading Pvt Ltd_KB0,18.95906411,72.82668002,4th Kumbharwada Lane 89/91 Sundeshwar Steel Trading Pvt Ltd_KB0,RFS,Flatbed,24,17,7,29%,Rest
195016,Gurukrupa Pipe Fittings Shop No - 108_KB0,18.95851921,72.82686452,4th Kumbharwada_KB0,RFS,Flatbed,96,75,21,22%,Rest
